id,event_id,minute,second,team_id_x,player_id,x,y,end_x,end_y,qualifiers,is_touch,blocked_x,blocked_y,goal_mouth_z,goal_mouth_y,is_shot,is_goal,type_display_name,outcome_type_display_name,period_display_name,team_id_y,shirt_no,name,position,age,MOTM,team
2754927611,13,1,9.0,65,367164,8.8,57.3,20.0,92.3,"[{'type': {'value': 178, 'displayName': 'StandingSave'}}, {'type': {'value': 140, 'displayName': 'PassEndX'}, 'value': '20.0'}, {'type': {'value': 56, 'displayName': 'Zone'}, 'value': 'Back'}, {'type': {'value': 213, 'displayName': 'Angle'}, 'value': '1.11'}, {'type': {'value': 141, 'displayName': 'PassEndY'}, 'value': '92.3'}, {'type': {'value': 212, 'displayName': 'Length'}, 'value': '26.5'}]",True,,,,,False,False,Pass,Successful,FirstHalf,65,13,Iñaki Peña,GK,25,False,Barcelona
2754927633,14,1,11.0,65,106885,19.9,92.4,25.9,96.2,"[{'type': {'value': 56, 'displayName': 'Zone'}, 'value': 'Back'}, {'type': {'value': 140, 'displayName': 'PassEndX'}, 'value': '25.9'}, {'type': {'value': 141, 'displayName': 'PassEndY'}, 'value': '96.2'}, {'type': {'value': 213, 'displayName': 'Angle'}, 'value': '0.39'}, {'type': {'value': 178, 'displayName': 'StandingSave'}}, {'type': {'value': 212, 'displayName': 'Length'}, 'value': '6.8'}]",True,,,,,False,False,Pass,Successful,FirstHalf,65,5,Iñigo Martínez,DC,33,False,Barcelona
2754927637,15,1,13.0,65,422938,25.9,96.2,27.8,95.0,"[{'type': {'value': 213, 'displayName': 'Angle'}, 'value': '5.89'}, {'type': {'value': 56, 'displayName': 'Zone'}, 'value': 'Back'}, {'type': {'value': 140, 'displayName': 'PassEndX'}, 'value': '27.8'}, {'type': {'value': 178, 'displayName': 'StandingSave'}}, {'type': {'value': 141, 'displayName': 'PassEndY'}, 'value': '95.0'}, {'type': {'value': 212, 'displayName': 'Length'}, 'value': '2.2'}]",True,,,,,False,False,Pass,Unsuccessful,FirstHalf,65,3,Alejandro Balde,DL,21,False,Barcelona
2754927641,16,1,13.0,51,365619,72.2,8.3,,,"[{'type': {'value': 178, 'displayName': 'StandingSave'}}, {'type': {'value': 56, 'displayName': 'Zone'}, 'value': 'Right'}]",True,,,,,False,False,BallTouch,Successful,FirstHalf,51,16,Valery Fernández,MR,25,False,Mallorca
2754927671,16,1,15.0,65,106885,9.9,93.6,16.4,100.0,"[{'type': {'value': 212, 'displayName': 'Length'}, 'value': '8.9'}, {'type': {'value': 141, 'displayName': 'PassEndY'}, 'value': '100.0'}, {'type': {'value': 140, 'displayName': 'PassEndX'}, 'value': '16.4'}, {'type': {'value': 213, 'displayName': 'Angle'}, 'value': '0.70'}, {'type': {'value': 178, 'displayName': 'StandingSave'}}, {'type': {'value': 56, 'displayName': 'Zone'}, 'value': 'Back'}]",True,,,,,False,False,Pass,Unsuccessful,FirstHalf,65,5,Iñigo Martínez,DC,33,False,Barcelona
2754927919,18,1,45.0,51,294848,78.1,0.0,84.2,36.8,"[{'type': {'value': 107, 'displayName': 'ThrowIn'}}, {'type': {'value': 56, 'displayName': 'Zone'}, 'value': 'Center'}, {'type': {'value': 212, 'displayName': 'Length'}, 'value': '26.3'}, {'type': {'value': 1, 'displayName': 'Longball'}}, {'type': {'value': 213, 'displayName': 'Angle'}, 'value': '1.32'}, {'type': {'value': 141, 'displayName': 'PassEndY'}, 'value': '36.8'}, {'type': {'value': 140, 'displayName': 'PassEndX'}, 'value': '84.2'}]",True,,,,,False,False,Pass,Unsuccessful,FirstHalf,51,23,Pablo Maffeo,DR,27,False,Mallorca
2754927921,18,1,47.0,65,261212,15.4,64.0,,,"[{'type': {'value': 56, 'displayName': 'Zone'}, 'value': 'Back'}, {'type': {'value': 233, 'displayName': 'OppositeRelatedEvent'}, 'value': '19'}, {'type': {'value': 285, 'displayName': 'Defensive'}}]",False,,,,,False,False,Aerial,Successful,FirstHalf,65,20,Dani Olmo,AMC,26,False,Barcelona
2754927931,19,1,47.0,65,261212,14.5,65.1,31.0,67.5,"[{'type': {'value': 140, 'displayName': 'PassEndX'}, 'value': '31.0'}, {'type': {'value': 15, 'displayName': 'Head'}}, {'type': {'value': 213, 'displayName': 'Angle'}, 'value': '0.09'}, {'type': {'value': 141, 'displayName': 'PassEndY'}, 'value': '67.5'}, {'type': {'value': 56, 'displayName': 'Zone'}, 'value': 'Back'}, {'type': {'value': 212, 'displayName': 'Length'}, 'value': '17.4'}]",True,,,,,False,False,Clearance,Successful,FirstHalf,65,20,Dani Olmo,AMC,26,False,Barcelona
2754927925,19,1,47.0,51,391562,84.6,36.0,,,"[{'type': {'value': 233, 'displayName': 'OppositeRelatedEvent'}, 'value': '18'}, {'type': {'value': 286, 'displayName': 'Offensive'}}, {'type': {'value': 56, 'displayName': 'Zone'}, 'value': 'Center'}]",False,,,,,False,False,Aerial,Unsuccessful,FirstHalf,51,12,Samú Costa,MC,24,False,Mallorca
2754927949,20,1,49.0,65,349760,30.5,60.0,,,"[{'type': {'value': 233, 'displayName': 'OppositeRelatedEvent'}, 'value': '21'}, {'type': {'value': 285, 'displayName': 'Defensive'}}, {'type': {'value': 56, 'displayName': 'Zone'}, 'value': 'Back'}]",True,,,,,False,False,Dispossessed,Successful,FirstHalf,65,7,Ferran Torres,FW,24,False,Barcelona
2754927945,21,1,50.0,51,142387,69.5,40.0,,,"[{'type': {'value': 178, 'displayName': 'StandingSave'}}, {'type': {'value': 56, 'displayName': 'Zone'}, 'value': 'Center'}, {'type': {'value': 286, 'displayName': 'Offensive'}}, {'type': {'value': 233, 'displayName': 'OppositeRelatedEvent'}, 'value': '20'}]",True,,,,,False,False,Tackle,Unsuccessful,FirstHalf,51,24,Martin Valjent,DC,28,False,Mallorca
2754927963,21,1,51.0,65,261212,30.0,55.4,40.4,22.8,"[{'type': {'value': 213, 'displayName': 'Angle'}, 'value': '5.17'}, {'type': {'value': 141, 'displayName': 'PassEndY'}, 'value': '22.8'}, {'type': {'value': 56, 'displayName': 'Zone'}, 'value': 'Back'}, {'type': {'value': 212, 'displayName': 'Length'}, 'value': '24.7'}, {'type': {'value': 178, 'displayName': 'StandingSave'}}, {'type': {'value': 140, 'displayName': 'PassEndX'}, 'value': '40.4'}]",True,,,,,False,False,Pass,Successful,FirstHalf,65,20,Dani Olmo,AMC,26,False,Barcelona
2754927967,22,1,52.0,65,301019,40.4,22.8,,,[],False,,,,,False,False,BallRecovery,Successful,FirstHalf,65,23,Jules Koundé,DR,26,False,Barcelona
2754927995,23,1,57.0,65,301019,68.3,28.0,75.9,9.8,"[{'type': {'value': 140, 'displayName': 'PassEndX'}, 'value': '75.9'}, {'type': {'value': 56, 'displayName': 'Zone'}, 'value': 'Right'}, {'type': {'value': 178, 'displayName': 'StandingSave'}}, {'type': {'value': 141, 'displayName': 'PassEndY'}, 'value': '9.8'}, {'type': {'value': 212, 'displayName': 'Length'}, 'value': '14.7'}, {'type': {'value': 213, 'displayName': 'Angle'}, 'value': '5.29'}]",True,,,,,False,False,Pass,Successful,FirstHalf,65,23,Jules Koundé,DR,26,False,Barcelona
2754928011,24,1,59.0,65,480249,74.4,15.3,84.3,32.2,"[{'type': {'value': 213, 'displayName': 'Angle'}, 'value': '0.84'}, {'type': {'value': 141, 'displayName': 'PassEndY'}, 'value': '32.2'}, {'type': {'value': 178, 'displayName': 'StandingSave'}}, {'type': {'value': 212, 'displayName': 'Length'}, 'value': '15.5'}, {'type': {'value': 56, 'displayName': 'Zone'}, 'value': 'Center'}, {'type': {'value': 140, 'displayName': 'PassEndX'}, 'value': '84.3'}]",True,,,,,False,False,Pass,Successful,FirstHalf,65,19,Lamine Yamal,AMR,17,False,Barcelona
2754928031,25,2,1.0,65,261212,85.2,32.7,78.6,34.3,"[{'type': {'value': 213, 'displayName': 'Angle'}, 'value': '2.99'}, {'type': {'value': 56, 'displayName': 'Zone'}, 'value': 'Center'}, {'type': {'value': 178, 'displayName': 'StandingSave'}}, {'type': {'value': 141, 'displayName': 'PassEndY'}, 'value': '34.3'}, {'type': {'value': 212, 'displayName': 'Length'}, 'value': '7.0'}, {'type': {'value': 140, 'displayName': 'PassEndX'}, 'value': '78.6'}]",True,,,,,False,False,Pass,Successful,FirstHalf,65,20,Dani Olmo,AMC,26,False,Barcelona
2754928035,26,2,2.0,65,480249,76.4,34.4,,,"[{'type': {'value': 56, 'displayName': 'Zone'}, 'value': 'Center'}, {'type': {'value': 286, 'displayName': 'Offensive'}}, {'type': {'value': 178, 'displayName': 'StandingSave'}}, {'type': {'value': 233, 'displayName': 'OppositeRelatedEvent'}, 'value': '23'}]",True,,,,,False,False,TakeOn,Unsuccessful,FirstHalf,65,19,Lamine Yamal,AMR,17,False,Barcelona
2754928055,23,2,2.0,51,106596,23.6,65.6,,,"[{'type': {'value': 178, 'displayName': 'StandingSave'}}, {'type': {'value': 233, 'displayName': 'OppositeRelatedEvent'}, 'value': '26'}, {'type': {'value': 285, 'displayName': 'Defensive'}}, {'type': {'value': 56, 'displayName': 'Zone'}, 'value': 'Back'}]",True,,,,,False,False,Tackle,Successful,FirstHalf,51,10,Sergi Darder,ML,30,False,Mallorca
2754928059,24,2,2.0,51,106596,27.7,65.1,,,[],False,,,,,False,False,BallRecovery,Successful,FirstHalf,51,10,Sergi Darder,ML,30,False,Mallorca
2754928077,25,2,5.0,51,106596,27.7,65.1,39.1,77.9,"[{'type': {'value': 213, 'displayName': 'Angle'}, 'value': '0.63'}, {'type': {'value': 178, 'displayName': 'StandingSave'}}, {'type': {'value': 56, 'displayName': 'Zone'}, 'value': 'Back'}, {'type': {'value': 212, 'displayName': 'Length'}, 'value': '14.8'}, {'type': {'value': 141, 'displayName': 'PassEndY'}, 'value': '77.9'}, {'type': {'value': 140, 'displayName': 'PassEndX'}, 'value': '39.1'}]",True,,,,,False,False,Pass,Successful,FirstHalf,51,10,Sergi Darder,ML,30,False,Mallorca
2755128989,705,2,8.0,51,425092,51.4,72.0,,,"[{'type': {'value': 286, 'displayName': 'Offensive'}}, {'type': {'value': 178, 'displayName': 'StandingSave'}}, {'type': {'value': 56, 'displayName': 'Zone'}, 'value': 'Center'}]",True,,,,,False,False,TakeOn,Unsuccessful,FirstHalf,51,18,Antonio Sánchez,FW,27,False,Mallorca
2754928085,27,2,8.0,51,425092,54.8,77.2,,,"[{'type': {'value': 286, 'displayName': 'Offensive'}}, {'type': {'value': 233, 'displayName': 'OppositeRelatedEvent'}, 'value': '27'}, {'type': {'value': 56, 'displayName': 'Zone'}, 'value': 'Center'}, {'type': {'value': 13, 'displayName': 'Foul'}}]",True,,,,,False,False,Foul,Successful,FirstHalf,51,18,Antonio Sánchez,FW,27,False,Mallorca
